CustomerID,Recency,Frequency,Sales,RecencyCluster,FrequencyCluster,SalesCluster,TotalScore,Churn
8757,79,19,1036.69,1,0,0,1,1
8758,83,25,884.32,1,0,0,1,1
8759,14,19,911.6099999999999,1,0,0,1,1
8760,28,21,712.5400000000001,1,0,0,1,1
8762,77,152,5193.320000000001,1,0,0,1,1
8763,150,26,943.52,1,0,0,1,1
8765,22,39,2081.5499999999997,1,0,0,1,1
8766,12,50,2071.9700000000003,1,0,0,1,1
8767,9,36,662.27,1,0,0,1,1
8768,30,15,5079.99,1,0,0,1,1
8769,231,5,209.93,1,0,0,1,1
8771,7,70,7486.29,1,0,0,1,1
8772,1,327,88635.85,1,0,0,1,1
8773,14,30,612.9300000000001,1,0,0,1,1
8774,119,4,669.65,1,0,0,1,1
8775,9,93,44471.07,1,0,0,1,1
8776,148,19,560.02,1,0,0,1,1
8777,22,61,4066.7500000000005,1,0,0,1,1
8778,72,14,397.41999999999996,1,0,0,1,1
8779,85,49,1726.0499999999997,1,0,0,1,1
8781,14,23,3374.4300000000003,1,0,0,1,1
8782,2,503,36225.939999999995,1,0,0,1,1
8785,20,21,1005.08,1,0,0,1,1
8786,84,37,4748.13,1,0,0,1,1
8787,1,171,38793.84000000001,1,0,0,1,1
8788,1,16,1256.87,1,0,0,1,1
8789,135,84,5355.629999999999,1,0,0,1,1
8790,37,11,1414.95,1,0,0,1,1
8791,27,28,977.61,1,0,0,1,1
8792,0,459,44640.97000000001,1,0,0,1,1
8793,379,34,712.6400000000001,1,0,0,1,1
8795,1,1562,70373.60999999999,1,0,0,1,1
8798,20,37,9940.35,1,0,0,1,1
8799,0,80,6966.719999999999,1,0,0,1,1
8801,7,127,13854.340000000004,1,0,0,1,1
8802,0,38,4467.71,1,0,0,1,1
8803,386,15,1115.6400000000003,1,0,0,1,1
8804,421,19,222.26000000000002,1,0,0,1,1
8806,110,144,20158.6,1,0,0,1,1
8808,30,11,142.11,1,0,0,1,1
8810,0,178,13742.1,1,0,0,1,1
8811,13,48,5511.199999999998,1,0,0,1,1
8812,119,42,2056.19,1,0,0,1,1
8813,60,20,3155.5899999999997,1,0,0,1,1
8817,1,41,1365.78,1,0,0,1,1
8818,2,29,4811.91,1,0,0,1,1
8819,261,9,345.44,1,0,0,1,1
8821,2,168,7577.050000000001,1,0,0,1,1
8823,29,73,1878.67,1,0,0,1,1
8825,9,231,15083.040000000005,1,0,0,1,1
8827,1,450,58801.97,1,0,0,1,1
8828,2,237,23963.400000000005,1,0,0,1,1
8829,456,7,457.79999999999995,1,0,0,1,1
8830,2,184,9866.979999999996,1,0,0,1,1
8831,22,39,3574.5299999999997,1,0,0,1,1
8832,27,39,1616.5400000000002,1,0,0,1,1
8833,15,26,196.16,1,0,0,1,1
8834,21,35,190.64999999999998,1,0,0,1,1
8835,7,42,-17.25,1,0,0,1,1
8836,124,22,776.9300000000001,1,0,0,1,1
8837,16,8,1527.48,1,0,0,1,1
8838,272,6,144.0,1,0,0,1,1
8840,593,77,5582.2300000000005,1,0,0,1,1
8843,19,179,19334.090000000004,1,0,0,1,1
8844,462,8,286.99,1,0,0,1,1
8845,68,18,310.04,1,0,0,1,1
8848,395,6,182.31,1,0,0,1,1
8849,1,219,26582.590000000004,1,0,0,1,1
8851,8,130,3818.99,1,0,0,1,1
8852,79,32,1111.8600000000001,1,0,0,1,1
8853,34,27,324.47,1,0,0,1,1
8854,203,10,658.04,1,0,0,1,1
8855,225,50,2205.9700000000003,1,0,0,1,1
8857,12,11,123.60000000000001,1,0,0,1,1
8859,8,62,4912.629999999999,1,0,0,1,1
8860,0,177,30192.96,1,0,0,1,1
8861,1,208,42731.81,1,0,0,1,1
8864,1,25,1960.21,1,0,0,1,1
8866,27,13,223.32999999999998,1,0,0,1,1
8867,36,164,6383.3099999999995,1,0,0,1,1
8868,13,195,76347.79000000001,1,0,0,1,1
8870,1,75,1988.5600000000004,1,0,0,1,1
8871,8,70,16338.069999999998,1,0,0,1,1
8872,1,281,28592.349999999988,1,0,0,1,1
8873,1,465,74070.61,1,0,0,1,1
8875,19,15,402.26,1,0,0,1,1
8876,20,57,3941.5200000000004,1,0,0,1,1
8877,77,345,20410.490000000005,1,0,0,1,1
8878,19,7,3463.3,1,0,0,1,1
8881,21,19,247.28999999999996,1,0,0,1,1
8882,1,1209,188517.62000000002,1,0,0,1,1
8883,573,11,1672.7000000000003,1,0,0,1,1
8884,323,240,83706.90000000005,1,0,0,1,1
8885,2,194,30240.02,1,0,0,1,1
8887,334,291,14354.120000000003,1,0,0,1,1
8888,12,73,7078.880000000002,1,0,0,1,1
8889,49,6,379.38,1,0,0,1,1
8891,63,11,945.53,1,0,0,1,1
8892,26,16,1834.4699999999998,1,0,0,1,1
8893,425,8,684.06,1,0,0,1,1
8894,15,72,3773.8100000000004,1,0,0,1,1
8895,13,140,9799.99,1,0,0,1,1
8897,1,282,58032.68000000001,1,0,0,1,1
8901,257,11,1223.51,1,0,0,1,1
8903,251,377,36463.329999999994,1,0,0,1,1
8904,91,10,909.63,1,0,0,1,1
8905,1,76,15240.109999999997,1,0,0,1,1
8906,15,16,681.3499999999999,1,0,0,1,1
8908,1,299,77707.29999999999,1,0,0,1,1
8909,28,6,2806.3700000000003,1,0,0,1,1
8910,1,369,186944.50999999995,1,0,0,1,1
8911,0,144,16342.04,1,0,0,1,1
8912,210,13,809.91,1,0,0,1,1
8915,2,260,23348.59,1,0,0,1,1
8916,14,66,2671.8099999999995,1,0,0,1,1
8917,75,77,2200.38,1,0,0,1,1
8920,7,105,42993.3,1,0,0,1,1
8922,203,27,618.44,1,0,0,1,1
8923,1,61,18146.200000000004,1,0,0,1,1
8924,181,6,99.37,1,0,0,1,1
8926,7,43,720.3199999999999,1,0,0,1,1
8927,16,7,35.32,1,0,0,1,1
8928,7,22,1033.8200000000002,1,0,0,1,1
8929,6,14,56.210000000000015,1,0,0,1,1
8930,328,9,121.84,1,0,0,1,1
8931,72,9,89.93,1,0,0,1,1
8932,84,12,127.95,1,0,0,1,1
8933,30,48,1077.45,1,0,0,1,1
8934,9,32,1043.1299999999999,1,0,0,1,1
8935,2,20,93.53000000000002,1,0,0,1,1
8937,23,11,758.82,1,0,0,1,1
8938,21,9,70.63000000000001,1,0,0,1,1
8939,7,103,5219.99,1,0,0,1,1
8940,23,18,560.1900000000002,1,0,0,1,1
8941,475,21,360.74,1,0,0,1,1
8942,79,5,1957.31,1,0,0,1,1
8943,2,28,197.5,1,0,0,1,1
8944,195,3,22.83,1,0,0,1,1
8945,50,27,627.2199999999999,1,0,0,1,1
8946,2,41,1593.21,1,0,0,1,1
8947,30,18,666.8,1,0,0,1,1
8948,14,35,192.75,1,0,0,1,1
8949,1,370,27653.629999999997,1,0,0,1,1
8950,15,13,106.48,1,0,0,1,1
8951,23,24,2367.9100000000003,1,0,0,1,1
8952,1,93,11426.71,1,0,0,1,1
8953,196,19,1647.7,1,0,0,1,1
8955,37,25,900.7199999999998,1,0,0,1,1
8956,1,92,13900.009999999998,1,0,0,1,1
8957,412,4,1551.79,1,0,0,1,1
8959,1,32,856.2200000000001,1,0,0,1,1
8960,7,71,30968.269999999997,1,0,0,1,1
8961,420,16,910.85,1,0,0,1,1
8962,30,50,967.0899999999999,1,0,0,1,1
8963,1,257,34020.149999999994,1,0,0,1,1
8964,1,267,45450.03999999999,1,0,0,1,1
8965,35,18,2076.42,1,0,0,1,1
8966,9,53,2014.7000000000003,1,0,0,1,1
8969,29,14,968.88,1,0,0,1,1
8971,70,18,1513.3800000000003,1,0,0,1,1
8973,2,30,4499.96,1,0,0,1,1
8974,50,10,11421.61,1,0,0,1,1
8975,224,637,39786.25000000001,1,0,0,1,1
8977,29,12,87.89000000000001,1,0,0,1,1
8978,7,57,2897.25,1,0,0,1,1
8979,1,98,16733.709999999995,1,0,0,1,1
8980,2,173,19089.82,1,0,0,1,1
8981,2,135,15304.130000000005,1,0,0,1,1
8982,485,9,2415.2,1,0,0,1,1
8983,23,13,242.82000000000002,1,0,0,1,1
8984,91,15,19744.97,1,0,0,1,1
8985,422,10,90.92,1,0,0,1,1
8986,72,6,284.46999999999997,1,0,0,1,1
8987,16,31,6887.819999999999,1,0,0,1,1
8989,23,19,9802.789999999999,1,0,0,1,1
8991,328,8,751.5,1,0,0,1,1
8993,8,36,668.4200000000001,1,0,0,1,1
8994,97,20,862.7300000000001,1,0,0,1,1
8995,8,162,7188.470000000001,1,0,0,1,1
8996,1,175,22861.46,1,0,0,1,1
8997,79,45,1065.63,1,0,0,1,1
8998,1,35,12196.369999999999,1,0,0,1,1
9000,1,125,9157.099999999999,1,0,0,1,1
9001,90,44,2483.7200000000003,1,0,0,1,1
9002,64,20,720.4900000000001,1,0,0,1,1
9003,30,7,24.86,1,0,0,1,1
9004,1,642,38686.170000000006,1,0,0,1,1
9005,30,214,29388.150000000005,1,0,0,1,1
9007,1,96,1767.73,1,0,0,1,1
9008,422,14,552.06,1,0,0,1,1
9009,106,6,711.06,1,0,0,1,1
9010,28,31,3446.4600000000005,1,0,0,1,1
9011,42,8,1127.1100000000001,1,0,0,1,1
9013,0,658,66847.51,1,0,0,1,1
9014,15,12,-78.11000000000001,1,0,0,1,1
9015,1,373,48875.93000000001,1,0,0,1,1
9016,1,185,83886.11999999998,1,0,0,1,1
9017,8,29,1024.98,1,0,0,1,1
9018,1,3,46.5,1,0,0,1,1
9020,21,14,450.19999999999993,1,0,0,1,1
9023,29,56,2427.7400000000002,1,0,0,1,1
9024,49,6,350.58000000000004,1,0,0,1,1
9026,162,9,147.70000000000002,1,0,0,1,1
9027,7,30,1024.06,1,0,0,1,1
9029,2,132,9389.060000000001,1,0,0,1,1
9030,294,9,299.05,1,0,0,1,1
9031,127,9,51342.579999999994,1,0,0,1,1
9032,2,306,14747.990000000002,1,0,0,1,1
9033,54,61,1123.31,1,0,0,1,1
9034,0,120,14267.5,1,0,0,1,1
9035,7,118,31618.920000000002,1,0,0,1,1
9037,8,124,11566.38,1,0,0,1,1
9038,8,21,519.7199999999999,1,0,0,1,1
9039,455,10,81.77,1,0,0,1,1
9040,320,5,1224.36,1,0,0,1,1
9041,1,204,14947.55,1,0,0,1,1
9043,8,156,16231.119999999999,1,0,0,1,1
9044,1,102,74885.96999999997,1,0,0,1,1
9047,7,80,5952.51,1,0,0,1,1
9048,406,4,226.46999999999997,1,0,0,1,1
9049,2,281,32057.219999999998,1,0,0,1,1
9052,27,36,928.5899999999999,1,0,0,1,1
9054,83,5,5.08,1,0,0,1,1
9055,7,21,546.22,1,0,0,1,1
9056,30,7,1431.54,1,0,0,1,1
9058,97,17,294.82,1,0,0,1,1
9059,2,51,11273.680000000002,1,0,0,1,1
9060,259,3,407.9,1,0,0,1,1
9062,72,7,1484.41,1,0,0,1,1
9064,1,87,10564.19,1,0,0,1,1
9065,13,34,3507.6700000000005,1,0,0,1,1
9066,23,21,1244.43,1,0,0,1,1
9069,1,200,33506.770000000004,1,0,0,1,1
9070,20,142,9419.449999999999,1,0,0,1,1
9073,13,25,2926.3599999999997,1,0,0,1,1
9075,14,25,2348.2999999999997,1,0,0,1,1
9076,29,4,1379.5500000000002,1,0,0,1,1
9077,14,52,3892.78,1,0,0,1,1
9078,9,213,12794.43,1,0,0,1,1
9081,2,33,519.8199999999998,1,0,0,1,1
9083,8,102,27901.78,1,0,0,1,1
9084,43,8,2321.31,1,0,0,1,1
9085,329,19,2136.080000000001,1,0,0,1,1
9087,1,15,1223.4899999999998,1,0,0,1,1
9089,496,117,16324.230000000003,1,0,0,1,1
9090,8,15,285.58,1,0,0,1,1
9093,16,67,10866.410000000003,1,0,0,1,1
9096,93,10,1045.79,1,0,0,1,1
9097,2,21,4061.06,1,0,0,1,1
9099,1,593,181841.16,1,0,0,1,1
9100,9,155,11054.329999999998,1,0,0,1,1
9101,90,14,1727.6,1,0,0,1,1
9102,30,352,72342.77999999998,1,0,0,1,1
9103,548,7,39.95,1,0,0,1,1
9106,150,51,4004.71,1,0,0,1,1
9108,9,49,7034.42,1,0,0,1,1
9109,147,34,6130.030000000001,1,0,0,1,1
9113,1,413,135709.35000000003,1,0,0,1,1
9114,9,21,944.3199999999999,1,0,0,1,1
9115,91,41,3305.85,1,0,0,1,1
9116,121,7,3013.0,1,0,0,1,1
9118,455,8,162.91,1,0,0,1,1
9119,21,12,252.85000000000002,1,0,0,1,1
9123,1,676,63987.24999999998,1,0,0,1,1
9124,20,22,350.63,1,0,0,1,1
9125,34,13,126.47999999999999,1,0,0,1,1
9126,15,16,652.2800000000001,1,0,0,1,1
9128,30,61,2908.5400000000004,1,0,0,1,1
9131,357,11,3607.7299999999996,1,0,0,1,1
9132,498,19,1053.07,1,0,0,1,1
9133,57,26,1668.5100000000002,1,0,0,1,1
9135,13,105,15928.79,1,0,0,1,1
9136,181,84,4209.519999999999,1,0,0,1,1
9137,1,48,15088.220000000001,1,0,0,1,1
9138,588,19,4977.549999999999,1,0,0,1,1
9139,119,13,474.86,1,0,0,1,1
9140,1,87,6441.09,1,0,0,1,1
9141,133,22,5848.36,1,0,0,1,1
9142,28,9,981.3499999999999,1,0,0,1,1
9143,79,15,284.55,1,0,0,1,1
9144,12,161,11813.65,1,0,0,1,1
9146,22,27,1650.6399999999999,1,0,0,1,1
9147,0,24,2741.42,1,0,0,1,1
9148,242,38,2809.8600000000006,1,0,0,1,1
9150,41,28,3714.1800000000003,1,0,0,1,1
9152,12,62,10082.350000000002,1,0,0,1,1
9153,24,53,3758.3100000000004,1,0,0,1,1
9157,9,18,206.35000000000002,1,0,0,1,1
9158,0,312,103381.05000000002,1,0,0,1,1
9159,2,98,4244.799999999999,1,0,0,1,1
9161,9,56,2257.8,1,0,0,1,1
9162,9,56,4430.5199999999995,1,0,0,1,1
9163,64,19,1224.74,1,0,0,1,1
9165,1,420,121781.76,1,0,0,1,1
9167,23,30,2868.31,1,0,0,1,1
9168,1,1632,106432.41999999998,1,0,0,1,1
9169,1,104,17070.73,1,0,0,1,1
9172,68,27,3766.9400000000005,1,0,0,1,1
9173,1,201,10648.910000000002,1,0,0,1,1
9174,13,235,139571.87999999998,1,0,0,1,1
9175,7,110,28906.26,1,0,0,1,1
9177,1,733,82760.91999999994,1,0,0,1,1
9184,8,186,21256.470000000005,1,0,0,1,1
9185,0,1684,137217.08999999994,1,0,0,1,1
9186,194,258,35145.63000000001,1,0,0,1,1
9187,268,30,2178.66,1,0,0,1,1
9188,401,46,15408.670000000002,1,0,0,1,1
9190,1,315,49834.14,1,0,0,1,1
9191,1,73,2435.1499999999996,1,0,0,1,1
9193,7,67,3582.25,1,0,0,1,1
9195,574,3,590.58,1,0,0,1,1
9196,57,13,130.27,1,0,0,1,1
9197,91,6,-921.9199999999998,1,0,0,1,1
9198,131,19,789.34,1,0,0,1,1
9199,23,11,472.88000000000005,1,0,0,1,1
9202,5,107,8668.22,1,0,0,1,1
9203,23,51,2583.250000000001,1,0,0,1,1
9204,20,85,7704.06,1,0,0,1,1
9205,72,14,1459.17,1,0,0,1,1
9206,1,797,173911.69999999995,1,0,0,1,1
9207,37,87,2007.2199999999998,1,0,0,1,1
9208,197,10,4505.51,1,0,0,1,1
9209,20,23,1829.6,1,0,0,1,1
9210,12,64,1983.49,1,0,0,1,1
9211,37,31,1345.47,1,0,0,1,1
9212,2,87,11494.77,1,0,0,1,1
9214,279,13,892.24,1,0,0,1,1
9215,103,20,16284.45,1,0,0,1,1
9217,1,512,39830.490000000005,1,0,0,1,1
9218,7,270,34393.409999999996,1,0,0,1,1
9219,364,9,772.49,1,0,0,1,1
9220,15,60,2487.77,1,0,0,1,1
9221,0,516,70860.14000000001,1,0,0,1,1
9223,23,85,7553.579999999999,1,0,0,1,1
9224,14,17,164.29000000000002,1,0,0,1,1
9226,0,156,10820.429999999997,1,0,0,1,1
9228,2,176,28777.210000000006,1,0,0,1,1
9231,37,26,1516.3700000000001,1,0,0,1,1
9232,160,5,152.5,1,0,0,1,1
9234,0,81,2424.39,1,0,0,1,1
9235,573,49,1595.85,1,0,0,1,1
9237,1,238,83612.40999999999,1,0,0,1,1
9240,30,197,18121.19,1,0,0,1,1
9241,145,14,113.85999999999999,1,0,0,1,1
9242,9,30,1203.3899999999996,1,0,0,1,1
9243,14,18,1261.4,1,0,0,1,1
9244,22,79,36220.350000000006,1,0,0,1,1
9245,91,17,5709.76,1,0,0,1,1
9246,176,4,1752.0,1,0,0,1,1
9248,242,5,86.30000000000001,1,0,0,1,1
9249,351,10,682.39,1,0,0,1,1
9250,64,7,1659.95,1,0,0,1,1
9252,60,27,4985.56,1,0,0,1,1
9254,30,18,1895.8600000000001,1,0,0,1,1
9256,30,33,1559.38,1,0,0,1,1
9257,62,38,2402.17,1,0,0,1,1
9258,7,75,7604.0599999999995,1,0,0,1,1
9259,97,19,111.66000000000018,1,0,0,1,1
9260,577,4,108.94,1,0,0,1,1
9264,14,127,13623.19,1,0,0,1,1
9266,35,12,121.75000000000001,1,0,0,1,1
9267,72,9,335.52,1,0,0,1,1
9268,407,14,4614.870000000001,1,0,0,1,1
9270,104,24,2293.5399999999995,1,0,0,1,1
9271,76,15,1479.84,1,0,0,1,1
9272,19,94,10629.57,1,0,0,1,1
9273,1,280,43121.09,1,0,0,1,1
9274,93,154,39972.09999999999,1,0,0,1,1
9275,1,40,4263.179999999999,1,0,0,1,1
9277,565,3,1469.8799999999999,1,0,0,1,1
9279,364,13,67.47999999999999,1,0,0,1,1
9280,56,19,734.7000000000002,1,0,0,1,1
9281,100,53,2086.6,1,0,0,1,1
9282,8,6,44.42999999999999,1,0,0,1,1
9283,279,8,428.08000000000004,1,0,0,1,1
9285,2,11,119.11999999999999,1,0,0,1,1
9286,36,49,16202.01,1,0,0,1,1
9287,13,346,72543.22,1,0,0,1,1
9288,229,11,5083.15,1,0,0,1,1
9291,1,122,34563.07000000001,1,0,0,1,1
9292,2,441,13898.04,1,0,0,1,1
9293,8,258,54275.17,1,0,0,1,1
9294,2,166,7551.1799999999985,1,0,0,1,1
9295,2,74,44853.4,1,0,0,1,1
9297,21,174,8605.610000000002,1,0,0,1,1
9298,1,88,27846.940000000002,1,0,0,1,1
9300,425,27,756.2400000000001,1,0,0,1,1
9301,252,7,32.489999999999995,1,0,0,1,1
9302,35,8,1783.9499999999998,1,0,0,1,1
9303,13,27,3529.3999999999996,1,0,0,1,1
9304,106,73,3373.8499999999985,1,0,0,1,1
9306,15,62,2722.7400000000002,1,0,0,1,1
9308,97,8,2646.9900000000002,1,0,0,1,1
9309,50,981,76230.70000000001,1,0,0,1,1
9310,20,79,1747.9600000000005,1,0,0,1,1
9311,1,104,3410.3,1,0,0,1,1
9312,41,8,2315.6899999999996,1,0,0,1,1
9313,0,327,48582.61000000001,1,0,0,1,1
9314,1,511,41969.5,1,0,0,1,1
9317,175,7,2284.3900000000003,1,0,0,1,1
9319,1,33,-973.0600000000018,1,0,0,1,1
9320,194,9,57.84,1,0,0,1,1
9321,8,66,39508.32000000001,1,0,0,1,1
9322,7,54,7926.769999999999,1,0,0,1,1
9323,1,318,26920.78,1,0,0,1,1
9324,2,108,7848.549999999999,1,0,0,1,1
9325,5,194,8477.85,1,0,0,1,1
9326,0,32,1887.78,1,0,0,1,1
9327,1,390,96009.78999999998,1,0,0,1,1
9328,8,288,42960.21,1,0,0,1,1
9331,149,8,1574.51,1,0,0,1,1
9334,7,218,18861.850000000002,1,0,0,1,1
9335,20,96,6296.9,1,0,0,1,1
9336,9,37,3820.4300000000007,1,0,0,1,1
9337,21,5,3794.0,1,0,0,1,1
9338,2,18,1142.69,1,0,0,1,1
9340,342,17,1506.6200000000001,1,0,0,1,1
9341,342,9,80.07,1,0,0,1,1
9343,2,355,76716.56000000001,1,0,0,1,1
9344,307,41,1702.7199999999998,1,0,0,1,1
9346,205,25,981.39,1,0,0,1,1
9348,1,16,1933.1799999999998,1,0,0,1,1
9349,29,100,5911.450000000001,1,0,0,1,1
9351,107,20,2150.8700000000003,1,0,0,1,1
9352,1,460,20239.059999999998,1,0,0,1,1
9354,106,35,1894.62,1,0,0,1,1
9356,271,9,798.35,1,0,0,1,1
9358,126,35,3880.8300000000004,1,0,0,1,1
9361,237,8,2648.79,1,0,0,1,1
9362,0,692,69294.68000000002,1,0,0,1,1
9363,61,30,3149.0499999999997,1,0,0,1,1
9364,42,18,1013.65,1,0,0,1,1
9366,9,308,17800.319999999996,1,0,0,1,1
9367,1,286,51003.5,1,0,0,1,1
9368,1,606,30671.969999999994,1,0,0,1,1
9369,19,14,296.92999999999995,1,0,0,1,1
9370,1,139,13178.449999999997,1,0,0,1,1
9371,117,10,679.3199999999999,1,0,0,1,1
9372,160,39,910.5100000000003,1,0,0,1,1
9375,51,17,2043.5600000000002,1,0,0,1,1
9376,12,41,2716.6899999999996,1,0,0,1,1
9377,28,58,3793.9400000000005,1,0,0,1,1
9378,121,17,2298.98,1,0,0,1,1
9379,2,381,15352.270000000004,1,0,0,1,1
9381,72,11,71.06,1,0,0,1,1
9382,211,7,1358.2,1,0,0,1,1
9383,7,51,1850.0799999999995,1,0,0,1,1
9384,30,36,1786.3300000000004,1,0,0,1,1
9385,242,23,1006.5999999999997,1,0,0,1,1
9386,16,45,8768.65,1,0,0,1,1
9388,30,24,9947.670000000002,1,0,0,1,1
9391,13,236,10643.71,1,0,0,1,1
9393,2,613,56314.33,1,0,0,1,1
9394,8,36,2269.19,1,0,0,1,1
9395,2,91,3124.9199999999996,1,0,0,1,1
9396,153,5,281.39,1,0,0,1,1
9397,19,18,1894.0700000000002,1,0,0,1,1
9399,30,8,534.0999999999999,1,0,0,1,1
9400,475,29,2343.65,1,0,0,1,1
9401,28,7,273.7,1,0,0,1,1
9402,0,623,71856.62000000005,1,0,0,1,1
9403,1,502,25085.500000000004,1,0,0,1,1
9404,91,31,2704.9099999999994,1,0,0,1,1
9405,29,11,212.17000000000002,1,0,0,1,1
9406,117,80,5187.800000000001,1,0,0,1,1
9407,21,29,1836.25,1,0,0,1,1
9408,7,28,3092.52,1,0,0,1,1
9409,22,34,969.2800000000001,1,0,0,1,1
9412,2,23,204.85000000000002,1,0,0,1,1
9413,7,75,7620.360000000001,1,0,0,1,1
9414,1,329,16489.899999999998,1,0,0,1,1
9417,8,327,29554.599999999995,1,0,0,1,1
9418,1,7,5828.389999999999,1,0,0,1,1
9420,8,10,2442.51,1,0,0,1,1
9421,552,29,1526.69,1,0,0,1,1
9424,1,12,1636.2799999999997,1,0,0,1,1
9425,456,3,4156.0,1,0,0,1,1
9426,20,24,4880.46,1,0,0,1,1
9427,14,95,44932.149999999994,1,0,0,1,1
9430,119,15,703.92,1,0,0,1,1
9431,219,14,36483.54,1,0,0,1,1
9434,583,5,3997.2,1,0,0,1,1
9439,9,17,1992.52,1,0,0,1,1
9442,265,317,28774.21000000001,1,0,0,1,1
9444,57,9,1276.52,1,0,0,1,1
9452,1,20,1257.9099999999999,1,0,0,1,1
9453,13,23,5719.77,1,0,0,1,1
9455,7,57,10735.66,1,0,0,1,1
9456,201,18,3536.95,1,0,0,1,1
9457,2,133,24596.530000000006,1,0,0,1,1
9459,26,104,5635.999999999999,1,0,0,1,1
9460,134,4,364.55,1,0,0,1,1
9465,135,7,2925.55,1,0,0,1,1
9466,9,165,8501.52,1,0,0,1,1
9467,126,12,3913.7799999999997,1,0,0,1,1
9469,170,5,3351.8699999999994,1,0,0,1,1
9471,475,31,2490.03,1,0,0,1,1
9473,1,1298,114791.37999999998,1,0,0,1,1
9474,19,194,20412.210000000006,1,0,0,1,1
9475,0,43,3687.0800000000004,1,0,0,1,1
9480,19,27,4520.99,1,0,0,1,1
9484,9,4,888.1500000000001,1,0,0,1,1
9485,5,13,947.3699999999999,1,0,0,1,1
9487,2,721,43062.090000000004,1,0,0,1,1
9489,13,9,1413.3700000000001,1,0,0,1,1
9490,447,2,2565.09,1,0,0,1,1
9492,8,10,63.769999999999996,1,0,0,1,1
9493,61,16,2363.2,1,0,0,1,1
9494,8,22,1300.86,1,0,0,1,1
9498,26,9,1549.15,1,0,0,1,1
9500,1,1181,113270.58000000006,1,0,0,1,1
9501,12,44,8190.399999999999,1,0,0,1,1
9502,0,396,42372.37999999999,1,0,0,1,1
9504,20,25,1469.5900000000001,1,0,0,1,1
9508,2,282,28236.44,1,0,0,1,1
9510,37,33,4274.28,1,0,0,1,1
9511,12,10,842.9499999999999,1,0,0,1,1
9512,7,19,2313.4,1,0,0,1,1
9513,1,174,14556.67,1,0,0,1,1
9514,362,13,1091.08,1,0,0,1,1
9515,303,8,2687.51,1,0,0,1,1
9517,41,12,100.79,1,0,0,1,1
9518,72,8,159.84,1,0,0,1,1
9520,1,150,7270.84,1,0,0,1,1
9521,84,6,28.900000000000002,1,0,0,1,1
9522,101,8,30.58,1,0,0,1,1
9523,49,8,78.05000000000001,1,0,0,1,1
9524,2,16,459.1800000000002,1,0,0,1,1
9525,223,5,911.1500000000001,1,0,0,1,1
9527,8,111,33901.23,1,0,0,1,1
9528,5,272,144449.06999999998,1,0,0,1,1
9532,2,44,759.04,1,0,0,1,1
9533,78,14,140.54000000000002,1,0,0,1,1
9538,70,16,2840.67,1,0,0,1,1
9539,100,12,2591.93,1,0,0,1,1
9540,0,50,118012.02999999997,1,0,0,1,1
9541,15,34,4371.679999999999,1,0,0,1,1
9543,83,21,825.7900000000001,1,0,0,1,1
9544,174,5,29.54,1,0,0,1,1
9545,231,7,259.23,1,0,0,1,1
9547,48,12,702.4100000000001,1,0,0,1,1
9548,364,27,1839.8600000000001,1,0,0,1,1
9549,86,139,11658.690000000002,1,0,0,1,1
9550,124,6,1880.45,1,0,0,1,1
9551,2,82,8871.91,1,0,0,1,1
9552,34,42,3962.2799999999993,1,0,0,1,1
9553,1,188,27062.25,1,0,0,1,1
9554,8,355,17789.569999999996,1,0,0,1,1
9555,15,33,237.13000000000005,1,0,0,1,1
9558,7,13,1313.8100000000002,1,0,0,1,1
9559,23,25,196.37,1,0,0,1,1
9561,1,31,1488.17,1,0,0,1,1
9563,0,579,19491.340000000004,1,0,0,1,1
9564,250,7,371.34,1,0,0,1,1
9565,454,3,1518.66,1,0,0,1,1
9568,0,539,32825.84999999999,1,0,0,1,1
9569,30,16,27134.24000000001,1,0,0,1,1
9570,7,6,2598.06,1,0,0,1,1
9571,127,21,3367.4900000000002,1,0,0,1,1
9576,2,74,49015.42,1,0,0,1,1
9577,19,11,3974.0,1,0,0,1,1
9578,0,23,1402.1399999999999,1,0,0,1,1
9579,35,33,1815.24,1,0,0,1,1
9580,14,12,2077.01,1,0,0,1,1
9584,20,8,10124.67,1,0,0,1,1
9585,22,17,3064.11,1,0,0,1,1
9586,9,9,611.15,1,0,0,1,1
9587,21,7,3053.81,1,0,0,1,1
9588,84,5,4177.0,1,0,0,1,1
9589,1,125,15391.060000000001,1,0,0,1,1
9594,0,10,2171.48,1,0,0,1,1
9597,595,4,1544.02,1,0,0,1,1
9600,530,4,233.26000000000002,1,0,0,1,1
9602,23,5,992.7,1,0,0,1,1
9603,485,126,29680.440000000006,1,0,0,1,1
9604,16,137,12598.970000000001,1,0,0,1,1
9606,30,34,4086.4399999999996,1,0,0,1,1
9607,51,19,700.2400000000001,1,0,0,1,1
9608,1,309,23498.129999999997,1,0,0,1,1
9609,22,14,1433.6599999999996,1,0,0,1,1
9610,0,1544,190310.57999999996,1,0,0,1,1
9611,137,32,6050.99,1,0,0,1,1
9614,9,34,5716.849999999999,1,0,0,1,1
9615,91,5,2432.62,1,0,0,1,1
9616,289,14,654.4700000000003,1,0,0,1,1
9617,56,16,47880.899999999994,1,0,0,1,1
9618,159,9,834.44,1,0,0,1,1
9620,22,39,2339.34,1,0,0,1,1
9621,1,1403,185982.52,1,0,0,1,1
9623,91,8,300.73999999999995,1,0,0,1,1
