CustomerID,Recency,Frequency,Sales,RecencyCluster,FrequencyCluster,SalesCluster,TotalScore,Churn
795,65,11,275.54,1,0,0,1,1
799,471,24,2990.1099999999997,1,0,0,1,1
800,12,163,22947.230000000003,1,0,0,1,1
801,7,10,920.1100000000001,1,0,0,1,1
802,167,24,2979.8199999999997,1,0,0,1,1
803,40,32,1543.52,1,0,0,1,1
807,104,73,9198.66,1,0,0,1,1
808,30,9,684.7700000000001,1,0,0,1,1
809,1,27,1927.01,1,0,0,1,1
810,12,145,12690.339999999998,1,0,0,1,1
811,56,81,4870.04,1,0,0,1,1
813,208,9,558.77,1,0,0,1,1
815,107,6,8979.0,1,0,0,1,1
816,7,63,9018.66,1,0,0,1,1
818,7,122,29778.579999999994,1,0,0,1,1
820,30,11,862.3299999999999,1,0,0,1,1
821,8,40,7385.27,1,0,0,1,1
822,29,22,639.8100000000002,1,0,0,1,1
823,69,34,458.74000000000007,1,0,0,1,1
824,51,8,526.99,1,0,0,1,1
825,21,16,507.22,1,0,0,1,1
826,547,7,46.68,1,0,0,1,1
830,519,20,266.13,1,0,0,1,1
832,16,13,620.54,1,0,0,1,1
833,13,11,150.13,1,0,0,1,1
834,20,19,1825.73,1,0,0,1,1
835,12,28,277.98,1,0,0,1,1
836,119,9,421.22999999999996,1,0,0,1,1
837,30,34,966.8800000000001,1,0,0,1,1
839,35,15,58.480000000000004,1,0,0,1,1
840,72,13,748.1099999999999,1,0,0,1,1
841,540,11,88.43999999999998,1,0,0,1,1
844,104,32,5748.09,1,0,0,1,1
846,30,9,172.31000000000003,1,0,0,1,1
847,236,8,519.58,1,0,0,1,1
848,51,10,251.82,1,0,0,1,1
849,184,7,173.16,1,0,0,1,1
851,9,17,112.86,1,0,0,1,1
853,16,28,768.97,1,0,0,1,1
855,7,22,436.98,1,0,0,1,1
858,16,28,833.2100000000002,1,0,0,1,1
860,491,10,253.2800000000001,1,0,0,1,1
862,48,8,306.98,1,0,0,1,1
863,3,38,1413.34,1,0,0,1,1
864,1,13,4598.35,1,0,0,1,1
865,187,10,115.77,1,0,0,1,1
866,211,8,971.35,1,0,0,1,1
867,13,33,528.54,1,0,0,1,1
868,37,9,404.71000000000004,1,0,0,1,1
869,419,17,559.93,1,0,0,1,1
870,42,67,9754.08,1,0,0,1,1
872,211,22,636.27,1,0,0,1,1
873,8,7,395.63,1,0,0,1,1
875,13,34,967.4000000000002,1,0,0,1,1
877,49,10,195.39999999999998,1,0,0,1,1
879,78,8,161.98000000000002,1,0,0,1,1
881,1,203,10061.789999999999,1,0,0,1,1
882,103,14,1051.9500000000003,1,0,0,1,1
884,1,154,4264.319999999999,1,0,0,1,1
885,2,58,3880.7799999999997,1,0,0,1,1
886,352,15,-129.86999999999998,1,0,0,1,1
887,19,40,11231.640000000001,1,0,0,1,1
888,286,5,781.0699999999999,1,0,0,1,1
892,14,50,3885.4,1,0,0,1,1
895,7,206,29152.44,1,0,0,1,1
896,147,19,630.1700000000001,1,0,0,1,1
897,14,116,10303.14,1,0,0,1,1
898,1,130,6750.270000000001,1,0,0,1,1
899,15,33,993.0200000000001,1,0,0,1,1
900,2,110,2756.5400000000004,1,0,0,1,1
901,48,7,78.65,1,0,0,1,1
902,306,11,58.22999999999999,1,0,0,1,1
903,54,6,673.5600000000001,1,0,0,1,1
905,5,114,8487.079999999998,1,0,0,1,1
909,71,40,3981.45,1,0,0,1,1
910,26,37,869.1800000000001,1,0,0,1,1
911,14,51,1832.43,1,0,0,1,1
912,250,7,312.97999999999996,1,0,0,1,1
913,103,9,8066.59,1,0,0,1,1
914,91,18,1978.7699999999998,1,0,0,1,1
915,231,5,73.47,1,0,0,1,1
919,1,89,10900.37,1,0,0,1,1
920,30,41,1895.81,1,0,0,1,1
921,0,123,4242.840000000001,1,0,0,1,1
926,15,14,759.52,1,0,0,1,1
929,1,333,51088.91,1,0,0,1,1
930,2,110,3851.7499999999995,1,0,0,1,1
933,16,132,19637.800000000003,1,0,0,1,1
934,435,10,75.08000000000001,1,0,0,1,1
935,14,112,21764.899999999994,1,0,0,1,1
936,30,5,741.47,1,0,0,1,1
937,13,89,7175.51,1,0,0,1,1
939,30,68,4956.24,1,0,0,1,1
940,35,8,406.2,1,0,0,1,1
941,84,18,529.09,1,0,0,1,1
942,14,29,4644.66,1,0,0,1,1
943,7,27,3926.9500000000003,1,0,0,1,1
945,29,31,834.8,1,0,0,1,1
946,26,29,1044.48,1,0,0,1,1
948,58,36,536.28,1,0,0,1,1
949,58,63,1885.68,1,0,0,1,1
950,90,28,7530.41,1,0,0,1,1
951,9,62,12420.989999999998,1,0,0,1,1
952,1,13,3947.2200000000003,1,0,0,1,1
953,9,45,10191.33,1,0,0,1,1
954,292,3,912.0,1,0,0,1,1
955,54,35,1035.7299999999998,1,0,0,1,1
957,607,3,1334.0,1,0,0,1,1
958,107,14,10445.239999999998,1,0,0,1,1
